Species;Code_Species;Compartment;AphiaID_Worms;Scientific_Name_Worms;Authority_Worms;Kingdom;Phylum;Class;Order;Family;Genus;rank
Topsentia ophiraphidites;Tops.ophi;SPONGES;165956;Topsentia ophiraphidites;(de Laubenfels, 1934);Animalia;Porifera;Demospongiae;Suberitida;Halichondriidae;Topsentia;Species
Trachichthyidae sp.;Trachichthyidae.sp;FISH;125459;Trachichthyidae;Bleeker, 1856;Animalia;Chordata;Teleostei;Trachichthyiformes;Trachichthyidae;NaN;Family
Trachinocephalus myops;Trac.myop;FISH;158884;Trachinocephalus myops;(Forster, 1801);Animalia;Chordata;Teleostei;Aulopiformes;Synodontidae;Trachinocephalus;Species
Trachipterus sp.;Trachipterus.sp;FISH;125788;Trachipterus;Goüan, 1770;Animalia;Chordata;Teleostei;Lampriformes;Trachipteridae;Trachipterus;Genus
Trachypenaeus sp.;Trachypenaeus.sp;CRUS;204835;Trachypenaeus;Alcock, 1901;Animalia;Arthropoda;Malacostraca;Decapoda;Penaeidae;Trachypenaeus;Genus
Tricleocarpa cylindrica;Tric.cyli;MACROALGAE;145744;Tricleocarpa cylindrica;(J.Ellis & Solander) Huisman & Borowitzka, 1990;Plantae;Rhodophyta;Florideophyceae;Nemaliales;Galaxauraceae;Tricleocarpa;Species
Tricleocarpa fragilis;Tric.frag;MACROALGAE;145745;Tricleocarpa fragilis;(Linnaeus) Huisman & R.A.Townsend, 1993;Plantae;Rhodophyta;Florideophyceae;Nemaliales;Galaxauraceae;Tricleocarpa;Species
Triplophos hemingi;Trip.hemi;FISH;283054;Triplophos hemingi;(McArdle, 1901);Animalia;Chordata;Teleostei;Stomiiformes;Gonostomatidae;Triplophos;Species
Turbinella laevigata;Turb.laev;MOLL;533539;Turbinella laevigata;Anton, 1838;Animalia;Mollusca;Gastropoda;Neogastropoda;Turbinellidae;Turbinella;Species
Turbo canaliculatus;Turb.cana;MOLL;528088;Turbo canaliculatus;Hermann, 1781;Animalia;Mollusca;Gastropoda;Trochida;Turbinidae;Turbo;Species
Udotea sp.;Udot.sp;MACROALGAE;204078;Udotea;J.V.Lamouroux, 1812;Plantae;Chlorophyta;Ulvophyceae;Bryopsidales;Udoteaceae;Udotea;Genus
Udotea sp. 1;Udot.sp1;MACROALGAE;204078;Udotea;J.V.Lamouroux, 1812;Plantae;Chlorophyta;Ulvophyceae;Bryopsidales;Udoteaceae;Udotea;Genus
Udotea sp. 2;Udot.sp2;MACROALGAE;204078;Udotea;J.V.Lamouroux, 1812;Plantae;Chlorophyta;Ulvophyceae;Bryopsidales;Udoteaceae;Udotea;Genus
Ulaema lefroyi;Ulae.lefr;FISH;322267;Ulaema lefroyi;(Goode, 1874);Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Gerreidae;Ulaema;Species
Upeneus parvus;Upen.parv;FISH;159422;Upeneus parvus;Poey, 1852;Animalia;Chordata;Teleostei;Mulliformes;Mullidae;Upeneus;Species
Uraspis helvola;Uras.helv;FISH;218449;Uraspis helvola;(Forster, 1801);Animalia;Chordata;Teleostei;Carangiformes;Carangidae;Uraspis;Species
Uropterygius macularius;Urop.macu;FISH;277951;Uropterygius macularius;(Lesueur, 1825);Animalia;Chordata;Teleostei;Anguilliformes;Muraenidae;Uropterygius;Species
Valenciennellus tripunctulatus;Vale.trip;FISH;127316;Valenciennellus tripunctulatus;(Esmark, 1871);Animalia;Chordata;Teleostei;Stomiiformes;Sternoptychidae;Valenciennellus;Species
Valonia utricularis;Valo.utri;MACROALGAE;145884;Valonia utricularis;(Roth) C.Agardh, 1823;Plantae;Chlorophyta;Ulvophyceae;Cladophorales;Valoniaceae;Valonia;Species
Valonia ventricosa;Valo.vent;MACROALGAE;211680;Valonia ventricosa;J.Agardh, 1887;Plantae;Chlorophyta;Ulvophyceae;Cladophorales;Valoniaceae;Valonia;Species
Vampyroteuthis infernalis;Vamp.infe;MOLL;141887;Vampyroteuthis infernalis;Chun, 1903;Animalia;Mollusca;Cephalopoda;Vampyromorpha;Vampyroteuthidae;Vampyroteuthis;Species
Vasum cassiforme;Vasu.cass;MOLL;533594;Vasum cassiforme;(Kiener, 1840);Animalia;Mollusca;Gastropoda;Neogastropoda;Turbinellidae;Vasum;Species
Vinciguerria nimbaria;Vinc.nimb;FISH;127303;Vinciguerria nimbaria;(Jordan & Williams, 1895);Animalia;Chordata;Teleostei;Stomiiformes;Phosichthyidae;Vinciguerria;Species
Vinciguerria sp.;Vinc.sp;FISH;126194;Vinciguerria;Jordan & Evermann, 1896;Animalia;Chordata;Teleostei;Stomiiformes;Phosichthyidae;Vinciguerria;Genus
Vitreledonella richardi;Vitr.rich;MOLL;141962;Vitreledonella richardi;Joubin, 1918;Animalia;Mollusca;Cephalopoda;Octopoda;Amphitretidae;Vitreledonella;Species
Voluta ebraea;Volu.ebra;MOLL;382402;Voluta ebraea;Linnaeus, 1758;Animalia;Mollusca;Gastropoda;Neogastropoda;Volutidae;Voluta;Species
Winteria telescopa;Wint.tele;FISH;283164;Winteria telescopa;Brauer, 1901;Animalia;Chordata;Teleostei;Argentiniformes;Opisthoproctidae;Winteria;Species
Wrightiella tumanowiczii;Wrig.tuma;MACROALGAE;373160;Wrightiella tumanowiczii;(Gatty ex Harvey) F.Schmitz, 1893;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Rhodomelaceae;Wrightiella;Species
Xanthichthys ringens;Xant.ring;FISH;159486;Xanthichthys ringens;(Linnaeus, 1758);Animalia;Chordata;Teleostei;Tetraodontiformes;Balistidae;Xanthichthys;Species
Xenomystax congroides;Xeno.cong;FISH;283191;Xenomystax congroides;Smith & Kanazawa, 1989;Animalia;Chordata;Teleostei;Anguilliformes;Congridae;Xenomystax;Species
Xenophthalmichthys danae;Xeno.dana;FISH;283193;Xenophthalmichthys danae;Regan, 1925;Animalia;Chordata;Teleostei;Argentiniformes;Microstomatidae;Xenophthalmichthys;Species
Xiphias gladius;Xiph.glad;FISH;127094;Xiphias gladius;Linnaeus, 1758;Animalia;Chordata;Teleostei;Carangiformes;Xiphiidae;Xiphias;Species
Zaphotias pedaliotus;Zaph.peda;FISH;322499;Zaphotias pedaliotus;(Goode & Bean, 1896);Animalia;Chordata;Teleostei;Stomiiformes;Gonostomatidae;Bonapartia;Species
Zu cristatus;Zu.cris;FISH;126529;Zu cristatus;(Bonelli, 1819);Animalia;Chordata;Teleostei;Lampriformes;Trachipteridae;Zu;Species
